Time,Flow Rate,Pressure,Accumulation Flow,Temperature
19:55:46,400.73583075863314,205.08098316023253,3.4180163860038757,21.925253961496978
19:55:47,403.56081758867,209.45121255029702,6.908869928508826,22.3514053155746
19:55:48,393.9196555505644,207.77256248185904,10.371745969873144,23.249468265721774
19:55:49,398.18065582619414,201.4572095176754,13.729366128501068,22.96391388433569
19:55:50,406.3127910514973,209.78004017571038,17.225700131429576,23.34551441303512
19:55:51,415.53223594911407,200.44365309101212,20.566427682946447,23.385040425746187
19:55:52,425.1651987793206,198.90138043309153,23.88145069016464,22.887806017913377
19:55:53,423.48815134727306,204.67329041027952,27.292672197002634,21.905198740472454
19:55:54,429.6180156810273,207.1491507195936,30.745158042329194,21.23147008780837
19:55:55,433.04629370599145,204.18721037671835,34.1482782152745,21.573316679713837
19:55:56,425.3698949157387,213.359658880943,37.70427252995688,20.85225156590494
19:55:57,428.2238690814619,215.55691089854508,41.2968877115993,20.18264269798844
19:55:58,426.79474025138353,211.83630897367667,44.82749286116057,19.29574052461483
19:55:59,428.3380822995312,204.5203083131522,48.23616466637978,18.850171269286037
19:56:00,431.3258116636222,212.5173364541901,51.77812027394961,17.968857671533378
19:56:01,436.8433602450664,204.57776233251334,55.18774964615817,17.21894677976294
19:56:02,429.9265887645751,207.87033976172168,58.652255308853526,16.408330381425195
19:56:03,434.32436587502104,210.25603199581084,62.15652250878371,16.426131565160585
19:56:04,426.153493575699,203.69609091931252,65.55145735743892,16.821259643524805
19:56:05,430.81284753226686,205.98953694496637,68.98461630652169,17.62216795309832
19:56:06,431.4046543401149,201.2714280763049,72.33914010779344,18.014699497362407
19:56:07,439.47000258568374,191.90377071075767,75.53753628630606,18.853556137517884
19:56:08,445.99366927403946,193.2645577583059,78.7586122489445,19.7196441784555
19:56:09,446.6403118840717,194.6182136054009,82.00224914236784,20.389766652910367
19:56:10,442.6458204280517,196.2420531714347,85.27295002855843,20.898888981926756
19:56:11,445.155123998875,188.41194826343607,88.41314916628237,20.00717888486157
19:56:12,437.57304444755204,181.84211111587763,91.44385101821366,20.915751816106145
19:56:13,432.6591154866058,180.80114404386674,94.45720341894477,19.91766070625882
19:56:14,423.6517247425827,179.00720610847634,97.44065685408604,19.989648693432333
19:56:15,425.2983844127787,180.58639357089032,100.45043008026755,20.892950123147113
19:56:16,415.6004317864651,171.8276107729243,103.31422359314962,20.17911217737606
19:56:17,411.7146220310302,181.02062116930165,106.33123394597132,19.203240457305753
19:56:18,411.7220605658778,190.28138396825395,109.50259034544221,19.582091206552096
19:56:19,421.319046934278,192.62043063640664,112.712930856049,20.40495664331397
19:56:20,427.780288633459,194.58118802317696,115.95595065643528,19.455848528255018
19:56:21,431.3414611244154,198.15715582622312,119.25856992020566,19.86246357121015
19:56:22,425.70852281999646,194.4298899335423,122.49906808576469,19.29962144410536
19:56:23,428.86005744647406,193.07545564832944,125.71699234657018,18.915841860555876
19:56:24,426.85727988579964,202.92450953020906,129.099067505407,19.34764054222376
19:56:25,428.72288922436115,203.11074382866872,132.48424656921813,18.424050242884874
19:56:26,431.411220182476,198.31335450638522,135.78946914432456,18.210037583691363
19:56:27,421.4992092377551,192.855073235871,139.0037203649224,17.22627907516928
19:56:28,417.31104292958196,183.02863106884743,142.0541975494032,17.804996047438216
19:56:29,416.56460634962974,182.00043356936976,145.0875381088927,16.957813598883924
19:56:30,423.50307282784166,181.90783367907017,148.11933533687719,17.09045914604133
19:56:31,422.66124222563855,186.35767020586417,151.22529650697493,16.496933626963088
19:56:32,432.6577843911788,180.89710115707797,154.24024819292623,16.77247072041002
19:56:33,441.29918322645415,175.65337183963825,157.16780439025354,16.203942326372317
19:56:34,438.01209038835225,172.63987558677127,160.04513565003305,16.218867593168387
19:56:35,440.5060126530849,165.88030060866674,162.80980732684415,15.262733611214937
19:56:36,437.64830081966454,172.1791593858551,165.67945998327508,14.5455432053308
19:56:37,435.20089379630735,181.06857975172363,168.6972696458038,13.934916974837035
19:56:38,444.10461303419896,172.89377199118164,171.5788325123235,13.815677650279095
19:56:39,434.3043683494676,176.73626220771342,174.52443688245205,14.612351401520804
19:56:40,427.31889946795667,180.60771999375845,177.5345655490147,14.625391629669096
19:56:41,421.6912131881653,177.23595166459552,180.48849807675796,14.436306481630975
19:56:42,418.4188683287742,180.26162214709643,183.49285844587624,14.01003385826913
19:56:43,408.92912899614606,180.81498088395256,186.50644146060878,13.486179043143006
19:56:44,416.04490214871214,180.52332013090702,189.51516346279055,12.572758558258904
19:56:45,417.42811200273735,188.08258553537019,192.6498732217134,12.15444357346988
19:56:46,419.2181256293677,178.93200034709437,195.6320732274983,11.485804605133627
19:56:47,417.9801735499962,181.92008938395242,198.66407471723085,10.679304555150088
19:56:48,417.1666613546696,187.90281067149226,201.7957882284224,10.1176930955987
19:56:49,414.921279771303,186.08908034527485,204.89727290084363,10.389609370675956
19:56:50,420.72827637421767,185.55065562010083,207.98978382784532,10.756530281099376
19:56:51,419.0688027143899,190.8920988360089,211.17131880844548,11.361812327851665
19:56:52,416.4249456293621,185.28645237430513,214.25942634801723,10.39868284747819
19:56:53,424.3958555427437,192.6934199768047,217.47098334763064,9.80261250326203
19:56:54,426.63272354879183,186.67902877628774,220.5823004939021,9.831601151995605
19:56:55,427.82378009278125,183.1644603405012,223.6350414995771,9.93744891614983
19:56:56,427.7292727071081,187.86031509304956,226.76604675112793,10.33036910973781
19:56:57,435.6708206060914,178.52362109418152,229.74144043603096,11.010712482123184
19:56:58,437.6585318153778,176.33666763993267,232.6803848966965,10.728737793264777
19:57:00,436.61271819425366,166.73023164647074,235.45922209080433,10.691369503694503
19:57:01,446.02529412205377,158.6360320323941,238.1031559580109,11.637756872106548
19:57:02,446.8080394850307,151.49575751705814,240.62808524996186,12.200634981934092
19:57:03,444.6339472198887,148.80538170393646,243.10817494502746,11.912128233961766
19:57:04,435.1149704971835,146.12550353761364,245.54360000398768,11.942923454078942
19:57:05,433.1330255729832,145.6564949778298,247.9712082536182,12.07249450972071
19:57:06,433.96348005922044,150.2812289546304,250.47589540286202,11.217145759296464
19:57:07,427.4666779791249,150.9881910841096,252.99236525426386,12.193408793644297
19:57:08,421.57726600743445,141.054390406416,255.34327176103747,11.216306173473964
19:57:09,429.17041640837255,149.86678305628593,257.8410514786422,11.143615290665089
19:57:10,426.08426023877007,143.1879198115892,260.2275168088354,10.96857684139239
19:57:11,418.3865029703505,150.92621228010947,262.74295368017056,10.435329056524552
19:57:12,413.50081091270664,145.18800343909734,265.16275373748886,11.019237962268114
19:57:13,407.5645364870943,151.15000732445063,267.6819205262297,10.711922699128174
19:57:14,416.87662424466305,152.20970748125194,270.21874898425057,10.444353042187613
19:57:15,414.2127952866134,153.290608468596,272.7735924587272,10.62759488689527
19:57:16,418.2682544872592,149.3026668289528,275.26197023920975,9.825327457350372
19:57:17,413.9160168114106,151.2680478410868,277.78310436989455,9.028179549348128
19:57:18,410.7738124515062,148.57702854786046,280.25938817902556,8.491013163545945
19:57:19,403.5105474440389,152.29585978238174,282.7976525087319,9.353806971175073
19:57:20,405.5306687999982,0,282.7976525087319,9.527161000541156
19:57:21,400.95931397222597,0,282.7976525087319,10.021399694354887
19:57:22,409.3044778885475,0,282.7976525087319,9.709096856374982
19:57:23,410.2393124537098,0,282.7976525087319,10.00236530275122
19:57:24,418.83427838816874,0,282.7976525087319,9.447322055714622
19:57:25,422.58640537783907,0,282.7976525087319,9.4748375128741
19:57:26,417.11660804408916,0,282.7976525087319,8.884313099585174
19:57:27,408.31432404259925,0,282.7976525087319,7.915098676925231
19:57:28,402.60137317794516,0,282.7976525087319,8.089440872229556
19:57:29,403.2225336514303,0,282.7976525087319,8.311466172459934
19:57:30,396.09715613834766,0,282.7976525087319,8.44299329122503
19:57:31,390.01028947520547,0,282.7976525087319,9.390000485726379
19:57:32,398.8971359010887,0,282.7976525087319,8.61011790617519
19:57:33,400.2648360157405,0,282.7976525087319,9.015898915721568
19:57:34,408.3153081583861,0,282.7976525087319,8.858461985395573
19:57:35,406.3613567138383,0,282.7976525087319,9.842438199559014
19:57:36,409.34149929749015,0,282.7976525087319,9.947772783413244
19:57:37,400.9597951972263,0,282.7976525087319,10.464165743228447
19:57:38,400.60420840197844,0,282.7976525087319,9.645092457813696
19:57:39,395.5574710743495,0,282.7976525087319,10.274809349303847
19:57:40,405.1667540967347,0,282.7976525087319,9.92561448039569
19:57:41,401.5194205101145,0,282.7976525087319,10.323036805435942
19:57:42,396.8974589535739,0,282.7976525087319,10.301409675843555
19:57:43,401.5037733015291,0,282.7976525087319,10.320508251477076
19:57:44,403.6739831293779,0,282.7976525087319,9.560318668854842
19:57:45,413.5944932735479,0,282.7976525087319,9.592696727900876
19:57:46,408.1850965614936,0,282.7976525087319,10.15534994809862
19:57:47,407.40231302741984,0,282.7976525087319,10.943664382866386
19:57:48,398.22390382428773,0,282.7976525087319,9.982228569005398
19:57:49,389.370260827405,0,282.7976525087319,10.805473222624556
19:57:50,397.218093780786,0,282.7976525087319,11.000994062517426
19:57:51,392.0372984994603,0,282.7976525087319,11.510640886781383
19:57:52,400.66320234998506,0,282.7976525087319,10.941172838789164
19:57:53,391.3796186886213,0,282.7976525087319,11.651030442093996
19:57:54,392.50657689062837,0,282.7976525087319,11.318034121006958
19:57:55,389.7130108073577,0,282.7976525087319,11.185503328300435
19:57:56,394.8122417412348,0,282.7976525087319,11.674871063713438
19:57:57,386.90233282041675,0,282.7976525087319,12.642926469952737
19:57:58,377.80267470942954,0,282.7976525087319,11.861637616368261
19:57:59,378.02154500880135,0,282.7976525087319,11.077367158152729
19:58:00,387.3268714938892,0,282.7976525087319,11.830184640732703
19:58:01,380.8665674233728,0,282.7976525087319,12.010380305093982
19:58:02,388.1899571735433,0,282.7976525087319,12.681127853401016
19:58:03,390.7486725417032,0,282.7976525087319,13.662037406217388
19:58:04,387.8045040232992,147.09191765623675,285.2491844696692,13.077968149448232
19:58:05,380.0327057736494,140.51248953102657,287.5910592951863,13.786460591046241
19:58:06,373.15273504323574,141.478751814287,289.9490384920911,13.784661348650603
19:58:07,377.54237220434396,142.53650735116136,292.3246469479438,14.034781715579156
19:58:08,383.41684503470947,147.67539522586722,294.7859035350416,14.76499977573145
19:58:09,375.6889562170676,139.975300161858,297.1188252044059,14.728775707613075
19:58:10,368.2648434744927,147.40632065101443,299.5755972152561,13.762277232782157
19:58:11,368.2854783507627,139.44464628285735,301.8996746533037,13.021721864731504
19:58:12,376.4565035794852,140.10910900711602,304.23482647008893,12.889623384844565
19:58:13,375.61097664083246,137.9442860269674,306.5338979038717,13.052923716703058
19:58:14,367.37491345768456,128.1732931832533,308.67011945692593,13.291536963816766
19:58:15,368.8274807254744,119.14256524696643,310.6558288777087,13.925211705693004
19:58:16,365.4297648075468,117.73378769633432,312.6180586726476,14.269075757010162
19:58:17,365.79392625183084,109.92904081396829,314.4502093528804,13.889299403330707
19:58:18,367.1256206594823,99.97216232104576,316.11641205823116,13.204584640733941
19:58:19,371.9040369959306,92.25800221971787,317.6540454285598,13.626882963571912
19:58:20,378.7179591108105,90.84884455853236,319.1681928378687,14.131798592023285
19:58:21,371.798738917944,88.8789081622795,320.6495079739067,14.96651706949502
19:58:22,369.92662578626874,93.35233864996755,322.2053802847395,14.706139844321651
19:58:23,367.96208619117454,84.87193605097221,323.6199125522557,15.47701132774143
19:58:24,371.8837688015822,75.65225555581736,324.880783478186,15.416894688148478
19:58:25,366.23013166425136,84.02457509715249,326.2811930631386,15.962143568672325
19:58:26,365.46896338704596,90.19037115669705,327.7843659157502,15.779755842085995
19:58:27,374.16757183949795,96.1145362823127,329.38627485378873,15.114384536238525
19:58:28,370.6143712407474,93.83093663921429,330.95012379777563,15.53880774706397
19:58:29,372.63529674782353,103.33543177725905,332.6723809940633,14.676612129437036
19:58:30,371.6328953975491,98.51085395784645,334.3142285600274,15.562794978778896
19:58:31,368.46216654849866,103.68291325693431,336.0422771143096,15.955053792165945
19:58:32,374.9926459057925,110.3037422208155,337.8806728179899,15.681146376354256
19:58:33,368.72719398387943,111.09787078772233,339.73230399778527,14.940286787528182
19:58:34,368.2772907168273,108.6235828668125,341.5426970455655,15.351769952863007
19:58:35,365.5131533074848,117.62751961373132,343.50315570579437,14.993916150690037
19:58:36,360.2785904187048,110.03334555664341,345.3370447984051,14.636572629188734
19:58:37,362.67378087222744,111.63939738966846,347.19770142156625,15.336477844988254
19:58:38,354.0787931116963,111.03411031668898,349.0482699268444,14.931960373430078
19:58:39,358.79121037931264,111.03719933425454,350.89888991574867,15.510416021836159
19:58:40,365.1064390812608,114.79020624789894,352.81206001988033,14.529371098807436
19:58:41,358.9753293365532,112.22726756494453,354.68251447929606,14.15318644854769
19:58:42,368.21041463282677,109.59286890300483,356.50906229434617,15.002639261185298
19:58:43,366.4680020772528,116.9081684130036,358.4575317678962,14.69345999635661
19:58:44,360.15678500334474,111.26024756054733,360.3118692272387,14.116430218580518
19:58:45,364.76069401523114,109.9881345055924,362.14500480233187,14.22212081039254
19:58:46,365.32059777277266,119.13605925717869,364.1306057899515,15.099494732544489
19:58:47,359.36852860440166,110.35666890284313,365.9698836049989,15.609531603386554
19:58:48,354.4174642141186,120.34042058057554,367.9755572813419,15.32640695795245
19:58:49,362.7778964542488,126.15906559139381,370.07820837453175,14.487126425104389
19:58:50,365.11805613164387,123.40355616102693,372.1349343105489,15.361039191581012
19:58:52,365.2791856286538,121.3145768315426,374.15684392440795,14.685946873450462
19:58:53,373.34175212201285,123.98160068442066,376.223203935815,15.103644875984818
19:58:54,380.51470941678224,127.46875280437618,378.34768314922127,15.659994469820678
19:58:55,375.44264304322394,136.08462630045108,380.6157602542288,14.871420348467872
19:58:56,369.1409379628745,133.38053076413541,382.8387691002977,14.549075574122506
19:58:57,360.36640026178696,142.2601137712881,385.2097709964859,14.273187317920142
19:58:58,362.5887330731229,150.15902036555045,387.7124213359117,15.272415683996517
19:58:59,363.8136557915099,146.33688846170878,390.1513694769402,15.448646078745329
19:59:00,359.33094509632735,152.20958507417674,392.68819589484315,15.14666891847774
19:59:01,356.64340101255544,154.61376339358713,395.26509195140295,15.654016167847399
19:59:02,362.4996139223924,161.1515017368456,397.95095031368373,15.009567394790285
19:59:03,355.0269879986588,157.83552021457274,400.58154231725996,15.897016594102407
19:59:04,349.6744963963782,156.60871630573976,403.1916875890223,16.341280918287772
19:59:05,346.11761657703425,160.37518757251127,405.8646073818975,15.597987476905622
